"Order","Family","Genus","species","Scientific name","English name"
"Galbuliformes","Galbulidae","Galbula","dea","Galbula dea","Paradise Jacamar"
"Galbuliformes","Galbulidae","Jacamerops","aureus","Jacamerops aureus","Great Jacamar"
"Galbuliformes","Bucconidae","Notharchus","hyperrhynchus","Notharchus hyperrhynchus","White-necked Puffbird"
"Galbuliformes","Bucconidae","Notharchus","macrorhynchos","Notharchus macrorhynchos","Guianan Puffbird"
"Galbuliformes","Bucconidae","Notharchus","swainsoni","Notharchus swainsoni","Buff-bellied Puffbird"
"Galbuliformes","Bucconidae","Notharchus","pectoralis","Notharchus pectoralis","Black-breasted Puffbird"
"Galbuliformes","Bucconidae","Notharchus","ordii","Notharchus ordii","Brown-banded Puffbird"
"Galbuliformes","Bucconidae","Notharchus","tectus","Notharchus tectus","Pied Puffbird"
"Galbuliformes","Bucconidae","Bucco","macrodactylus","Bucco macrodactylus","Chestnut-capped Puffbird"
"Galbuliformes","Bucconidae","Bucco","tamatia","Bucco tamatia","Spotted Puffbird"
"Galbuliformes","Bucconidae","Bucco","noanamae","Bucco noanamae","Sooty-capped Puffbird"
"Galbuliformes","Bucconidae","Bucco","capensis","Bucco capensis","Collared Puffbird"
"Galbuliformes","Bucconidae","Nystalus","radiatus","Nystalus radiatus","Barred Puffbird"
"Galbuliformes","Bucconidae","Nystalus","obamai","Nystalus obamai","Western Striolated-Puffbird"
"Galbuliformes","Bucconidae","Nystalus","striolatus","Nystalus striolatus","Eastern Striolated-Puffbird"
"Galbuliformes","Bucconidae","Nystalus","chacuru","Nystalus chacuru","White-eared Puffbird"
"Galbuliformes","Bucconidae","Nystalus","maculatus","Nystalus maculatus","Spot-backed Puffbird"
"Galbuliformes","Bucconidae","Hypnelus","ruficollis","Hypnelus ruficollis","Russet-throated Puffbird"
"Galbuliformes","Bucconidae","Malacoptila","fusca","Malacoptila fusca","White-chested Puffbird"
"Galbuliformes","Bucconidae","Malacoptila","semicincta","Malacoptila semicincta","Semicollared Puffbird"
"Galbuliformes","Bucconidae","Malacoptila","striata","Malacoptila striata","Crescent-chested Puffbird"
"Galbuliformes","Bucconidae","Malacoptila","rufa","Malacoptila rufa","Rufous-necked Puffbird"
"Galbuliformes","Bucconidae","Malacoptila","panamensis","Malacoptila panamensis","White-whiskered Puffbird"
"Galbuliformes","Bucconidae","Malacoptila","fulvogularis","Malacoptila fulvogularis","Black-streaked Puffbird"
"Galbuliformes","Bucconidae","Malacoptila","mystacalis","Malacoptila mystacalis","Moustached Puffbird"
"Galbuliformes","Bucconidae","Micromonacha","lanceolata","Micromonacha lanceolata","Lanceolated Monklet"
"Galbuliformes","Bucconidae","Nonnula","rubecula","Nonnula rubecula","Rusty-breasted Nunlet"
"Galbuliformes","Bucconidae","Nonnula","sclateri","Nonnula sclateri","Fulvous-chinned Nunlet"
"Galbuliformes","Bucconidae","Nonnula","brunnea","Nonnula brunnea","Brown Nunlet"
"Galbuliformes","Bucconidae","Nonnula","frontalis","Nonnula frontalis","Gray-cheeked Nunlet"
"Galbuliformes","Bucconidae","Nonnula","ruficapilla","Nonnula ruficapilla","Rufous-capped Nunlet"
"Galbuliformes","Bucconidae","Nonnula","amaurocephala","Nonnula amaurocephala","Chestnut-headed Nunlet"
"Galbuliformes","Bucconidae","Hapaloptila","castanea","Hapaloptila castanea","White-faced Nunbird"
"Galbuliformes","Bucconidae","Monasa","atra","Monasa atra","Black Nunbird"
"Galbuliformes","Bucconidae","Monasa","nigrifrons","Monasa nigrifrons","Black-fronted Nunbird"
"Galbuliformes","Bucconidae","Monasa","morphoeus","Monasa morphoeus","White-fronted Nunbird"
"Galbuliformes","Bucconidae","Monasa","flavirostris","Monasa flavirostris","Yellow-billed Nunbird"
"Galbuliformes","Bucconidae","Chelidoptera","tenebrosa","Chelidoptera tenebrosa","Swallow-winged Puffbird"
"Piciformes","Capitonidae","Capito","aurovirens","Capito aurovirens","Scarlet-crowned Barbet"
"Piciformes","Capitonidae","Capito","dayi","Capito dayi","Black-girdled Barbet"
"Piciformes","Capitonidae","Capito","maculicoronatus","Capito maculicoronatus","Spot-crowned Barbet"
"Piciformes","Capitonidae","Capito","squamatus","Capito squamatus","Orange-fronted Barbet"
"Piciformes","Capitonidae","Capito","hypoleucus","Capito hypoleucus","White-mantled Barbet"
"Piciformes","Capitonidae","Capito","wallacei","Capito wallacei","Scarlet-banded Barbet"
"Piciformes","Capitonidae","Capito","quinticolor","Capito quinticolor","Five-colored Barbet"
"Piciformes","Capitonidae","Capito","brunneipectus","Capito brunneipectus","Brown-chested Barbet"
"Piciformes","Capitonidae","Capito","niger","Capito niger","Black-spotted Barbet"
"Piciformes","Capitonidae","Capito","auratus","Capito auratus","Gilded Barbet"
"Piciformes","Capitonidae","Eubucco","richardsoni","Eubucco richardsoni","Lemon-throated Barbet"
"Piciformes","Capitonidae","Eubucco","tucinkae","Eubucco tucinkae","Scarlet-hooded Barbet"
"Piciformes","Capitonidae","Eubucco","bourcierii","Eubucco bourcierii","Red-headed Barbet"
"Piciformes","Capitonidae","Eubucco","versicolor","Eubucco versicolor","Versicolored Barbet"
"Piciformes","Semnornithidae","Semnornis","ramphastinus","Semnornis ramphastinus","Toucan Barbet"
"Piciformes","Ramphastidae","Ramphastos","toco","Ramphastos toco","Toco Toucan"
"Piciformes","Ramphastidae","Ramphastos","ambiguus","Ramphastos ambiguus","Yellow-throated Toucan"
"Piciformes","Ramphastidae","Ramphastos","tucanus","Ramphastos tucanus","White-throated Toucan"
"Piciformes","Ramphastidae","Ramphastos","sulfuratus","Ramphastos sulfuratus","Keel-billed Toucan"
"Piciformes","Ramphastidae","Ramphastos","brevis","Ramphastos brevis","Choco Toucan"
"Piciformes","Ramphastidae","Ramphastos","vitellinus","Ramphastos vitellinus","Channel-billed Toucan"
"Piciformes","Ramphastidae","Ramphastos","dicolorus","Ramphastos dicolorus","Red-breasted Toucan"
"Piciformes","Ramphastidae","Aulacorhynchus","albivitta","Aulacorhynchus albivitta","Southern Emerald-Toucanet"
"Piciformes","Ramphastidae","Aulacorhynchus","sulcatus","Aulacorhynchus sulcatus","Groove-billed Toucanet"
"Piciformes","Ramphastidae","Aulacorhynchus","derbianus","Aulacorhynchus derbianus","Chestnut-tipped Toucanet"
"Piciformes","Ramphastidae","Aulacorhynchus","whitelianus","Aulacorhynchus whitelianus","Tepui Toucanet"
"Piciformes","Ramphastidae","Aulacorhynchus","haematopygus","Aulacorhynchus haematopygus","Crimson-rumped Toucanet"
"Piciformes","Ramphastidae","Aulacorhynchus","huallagae","Aulacorhynchus huallagae","Yellow-browed Toucanet"
"Piciformes","Ramphastidae","Aulacorhynchus","coeruleicinctis","Aulacorhynchus coeruleicinctis","Blue-banded Toucanet"
"Piciformes","Ramphastidae","Andigena","hypoglauca","Andigena hypoglauca","Gray-breasted Mountain-Toucan"
"Piciformes","Ramphastidae","Andigena","laminirostris","Andigena laminirostris","Plate-billed Mountain-Toucan"
"Piciformes","Ramphastidae","Andigena","cucullata","Andigena cucullata","Hooded Mountain-Toucan"
"Piciformes","Ramphastidae","Andigena","nigrirostris","Andigena nigrirostris","Black-billed Mountain-Toucan"
"Piciformes","Ramphastidae","Selenidera","spectabilis","Selenidera spectabilis","Yellow-eared Toucanet"
"Piciformes","Ramphastidae","Selenidera","piperivora","Selenidera piperivora","Guianan Toucanet"
"Piciformes","Ramphastidae","Selenidera","reinwardtii","Selenidera reinwardtii","Golden-collared Toucanet"
"Piciformes","Ramphastidae","Selenidera","nattereri","Selenidera nattereri","Tawny-tufted Toucanet"
"Piciformes","Ramphastidae","Selenidera","gouldii","Selenidera gouldii","Gould's Toucanet"
"Piciformes","Ramphastidae","Selenidera","maculirostris","Selenidera maculirostris","Spot-billed Toucanet"
"Piciformes","Ramphastidae","Pteroglossus","bailloni","Pteroglossus bailloni","Saffron Toucanet"
"Piciformes","Ramphastidae","Pteroglossus","viridis","Pteroglossus viridis","Green Aracari"
"Piciformes","Ramphastidae","Pteroglossus","inscriptus","Pteroglossus inscriptus","Lettered Aracari"
"Piciformes","Ramphastidae","Pteroglossus","torquatus","Pteroglossus torquatus","Collared Aracari"
"Piciformes","Ramphastidae","Pteroglossus","aracari","Pteroglossus aracari","Black-necked Aracari"
"Piciformes","Ramphastidae","Pteroglossus","castanotis","Pteroglossus castanotis","Chestnut-eared Aracari"
"Piciformes","Ramphastidae","Pteroglossus","pluricinctus","Pteroglossus pluricinctus","Many-banded Aracari"
"Piciformes","Ramphastidae","Pteroglossus","azara","Pteroglossus azara","Ivory-billed Aracari"
"Piciformes","Ramphastidae","Pteroglossus","beauharnaisii","Pteroglossus beauharnaisii","Curl-crested Aracari"
"Piciformes","Ramphastidae","Pteroglossus","bitorquatus","Pteroglossus bitorquatus","Red-necked Aracari"
"Piciformes","Picidae","Picumnus","aurifrons","Picumnus aurifrons","Bar-breasted Piculet"
"Piciformes","Picidae","Picumnus","pumilus","Picumnus pumilus","Orinoco Piculet"
"Piciformes","Picidae","Picumnus","lafresnayi","Picumnus lafresnayi","Lafresnaye's Piculet"
"Piciformes","Picidae","Picumnus","exilis","Picumnus exilis","Golden-spangled Piculet"
"Piciformes","Picidae","Picumnus","sclateri","Picumnus sclateri","Ecuadorian Piculet"
"Piciformes","Picidae","Picumnus","squamulatus","Picumnus squamulatus","Scaled Piculet"
"Piciformes","Picidae","Picumnus","spilogaster","Picumnus spilogaster","White-bellied Piculet"
"Piciformes","Picidae","Picumnus","limae","Picumnus limae","Ochraceous Piculet"
"Piciformes","Picidae","Picumnus","minutissimus","Picumnus minutissimus","Arrowhead Piculet"
"Piciformes","Picidae","Picumnus","pygmaeus","Picumnus pygmaeus","Spotted Piculet"
"Piciformes","Picidae","Picumnus","steindachneri","Picumnus steindachneri","Speckle-chested Piculet"
"Piciformes","Picidae","Picumnus","varzeae","Picumnus varzeae","Varzea Piculet"
"Piciformes","Picidae","Picumnus","cirratus","Picumnus cirratus","White-barred Piculet"
"Piciformes","Picidae","Picumnus","dorbignyanus","Picumnus dorbignyanus","Ocellated Piculet"
"Piciformes","Picidae","Picumnus","temminckii","Picumnus temminckii","Ochre-collared Piculet"
"Piciformes","Picidae","Picumnus","albosquamatus","Picumnus albosquamatus","White-wedged Piculet"
"Piciformes","Picidae","Picumnus","fuscus","Picumnus fuscus","Rusty-necked Piculet"
"Piciformes","Picidae","Picumnus","rufiventris","Picumnus rufiventris","Rufous-breasted Piculet"
"Piciformes","Picidae","Picumnus","nebulosus","Picumnus nebulosus","Mottled Piculet"
"Piciformes","Picidae","Picumnus","castelnau","Picumnus castelnau","Plain-breasted Piculet"
"Piciformes","Picidae","Picumnus","subtilis","Picumnus subtilis","Fine-barred Piculet"
"Piciformes","Picidae","Picumnus","olivaceus","Picumnus olivaceus","Olivaceous Piculet"
"Piciformes","Picidae","Picumnus","granadensis","Picumnus granadensis","Grayish Piculet"
"Piciformes","Picidae","Picumnus","cinnamomeus","Picumnus cinnamomeus","Chestnut Piculet"
"Piciformes","Picidae","Sphyrapicus","varius","Sphyrapicus varius","Yellow-bellied Sapsucker"
"Piciformes","Picidae","Melanerpes","candidus","Melanerpes candidus","White Woodpecker"
"Piciformes","Picidae","Melanerpes","formicivorus","Melanerpes formicivorus","Acorn Woodpecker"
"Piciformes","Picidae","Melanerpes","cruentatus","Melanerpes cruentatus","Yellow-tufted Woodpecker"
"Piciformes","Picidae","Melanerpes","flavifrons","Melanerpes flavifrons","Yellow-fronted Woodpecker"
"Piciformes","Picidae","Melanerpes","pulcher","Melanerpes pulcher","Beautiful Woodpecker"
"Piciformes","Picidae","Melanerpes","pucherani","Melanerpes pucherani","Black-cheeked Woodpecker"
"Piciformes","Picidae","Melanerpes","cactorum","Melanerpes cactorum","White-fronted Woodpecker"
"Piciformes","Picidae","Melanerpes","rubricapillus","Melanerpes rubricapillus","Red-crowned Woodpecker"
"Piciformes","Picidae","Dryobates","fumigatus","Dryobates fumigatus","Smoky-brown Woodpecker"
"Piciformes","Picidae","Dryobates","kirkii","Dryobates kirkii","Red-rumped Woodpecker"
"Piciformes","Picidae","Dryobates","cassini","Dryobates cassini","Golden-collared Woodpecker"
"Piciformes","Picidae","Dryobates","spilogaster","Dryobates spilogaster","White-spotted Woodpecker"
"Piciformes","Picidae","Dryobates","mixtus","Dryobates mixtus","Checkered Woodpecker"
"Piciformes","Picidae","Dryobates","lignarius","Dryobates lignarius","Striped Woodpecker"
"Piciformes","Picidae","Dryobates","sanguineus","Dryobates sanguineus","Blood-colored Woodpecker"
"Piciformes","Picidae","Dryobates","passerinus","Dryobates passerinus","Little Woodpecker"
"Piciformes","Picidae","Dryobates","frontalis","Dryobates frontalis","Dot-fronted Woodpecker"
"Piciformes","Picidae","Dryobates","callonotus","Dryobates callonotus","Scarlet-backed Woodpecker"
"Piciformes","Picidae","Dryobates","dignus","Dryobates dignus","Yellow-vented Woodpecker"
"Piciformes","Picidae","Dryobates","nigriceps","Dryobates nigriceps","Bar-bellied Woodpecker"
"Piciformes","Picidae","Dryobates","affinis","Dryobates affinis","Red-stained Woodpecker"
"Piciformes","Picidae","Dryobates","chocoensis","Dryobates chocoensis","Choco Woodpecker"
"Piciformes","Picidae","Dryobates","maculifrons","Dryobates maculifrons","Yellow-eared Woodpecker"
"Piciformes","Picidae","Campephilus","pollens","Campephilus pollens","Powerful Woodpecker"
"Piciformes","Picidae","Campephilus","haematogaster","Campephilus haematogaster","Crimson-bellied Woodpecker"
"Piciformes","Picidae","Campephilus","rubricollis","Campephilus rubricollis","Red-necked Woodpecker"
"Piciformes","Picidae","Campephilus","robustus","Campephilus robustus","Robust Woodpecker"
"Piciformes","Picidae","Campephilus","melanoleucos","Campephilus melanoleucos","Crimson-crested Woodpecker"
"Piciformes","Picidae","Campephilus","gayaquilensis","Campephilus gayaquilensis","Guayaquil Woodpecker"
"Piciformes","Picidae","Campephilus","leucopogon","Campephilus leucopogon","Cream-backed Woodpecker"
"Piciformes","Picidae","Campephilus","magellanicus","Campephilus magellanicus","Magellanic Woodpecker"
"Piciformes","Picidae","Dryocopus","lineatus","Dryocopus lineatus","Lineated Woodpecker"
"Piciformes","Picidae","Dryocopus","schulzi","Dryocopus schulzi","Black-bodied Woodpecker"
"Piciformes","Picidae","Celeus","loricatus","Celeus loricatus","Cinnamon Woodpecker"
"Piciformes","Picidae","Celeus","torquatus","Celeus torquatus","Ringed Woodpecker"
"Piciformes","Picidae","Celeus","galeatus","Celeus galeatus","Helmeted Woodpecker"
"Piciformes","Picidae","Celeus","undatus","Celeus undatus","Variable Woodpecker"
"Piciformes","Picidae","Celeus","flavus","Celeus flavus","Cream-colored Woodpecker"
"Piciformes","Picidae","Celeus","spectabilis","Celeus spectabilis","Rufous-headed Woodpecker"
"Piciformes","Picidae","Celeus","obrieni","Celeus obrieni","Kaempfer's Woodpecker"
"Piciformes","Picidae","Celeus","ochraceus","Celeus ochraceus","Ochre-backed Woodpecker"
"Piciformes","Picidae","Celeus","elegans","Celeus elegans","Chestnut Woodpecker"
"Piciformes","Picidae","Celeus","lugubris","Celeus lugubris","Pale-crested Woodpecker"
"Piciformes","Picidae","Celeus","flavescens","Celeus flavescens","Blond-crested Woodpecker"
"Piciformes","Picidae","Piculus","leucolaemus","Piculus leucolaemus","White-throated Woodpecker"
"Piciformes","Picidae","Piculus","litae","Piculus litae","Lita Woodpecker"
"Piciformes","Picidae","Piculus","flavigula","Piculus flavigula","Yellow-throated Woodpecker"
"Piciformes","Picidae","Piculus","chrysochloros","Piculus chrysochloros","Golden-green Woodpecker"
"Piciformes","Picidae","Piculus","aurulentus","Piculus aurulentus","White-browed Woodpecker"
"Piciformes","Picidae","Colaptes","rubiginosus","Colaptes rubiginosus","Golden-olive Woodpecker"
"Piciformes","Picidae","Colaptes","rivolii","Colaptes rivolii","Crimson-mantled Woodpecker"
"Piciformes","Picidae","Colaptes","atricollis","Colaptes atricollis","Black-necked Woodpecker"
"Piciformes","Picidae","Colaptes","punctigula","Colaptes punctigula","Spot-breasted Woodpecker"
"Piciformes","Picidae","Colaptes","melanochloros","Colaptes melanochloros","Green-barred Woodpecker"
"Piciformes","Picidae","Colaptes","pitius","Colaptes pitius","Chilean Flicker"
"Piciformes","Picidae","Colaptes","rupicola","Colaptes rupicola","Andean Flicker"
"Piciformes","Picidae","Colaptes","campestris","Colaptes campestris","Campo Flicker"
"Cariamiformes","Cariamidae","Cariama","cristata","Cariama cristata","Red-legged Seriema"
"Cariamiformes","Cariamidae","Chunga","burmeisteri","Chunga burmeisteri","Black-legged Seriema"
"Falconiformes","Falconidae","Herpetotheres","cachinnans","Herpetotheres cachinnans","Laughing Falcon"
"Falconiformes","Falconidae","Micrastur","ruficollis","Micrastur ruficollis","Barred Forest-Falcon"
"Falconiformes","Falconidae","Micrastur","plumbeus","Micrastur plumbeus","Plumbeous Forest-Falcon"
"Falconiformes","Falconidae","Micrastur","gilvicollis","Micrastur gilvicollis","Lined Forest-Falcon"
"Falconiformes","Falconidae","Micrastur","mintoni","Micrastur mintoni","Cryptic Forest-Falcon"
"Falconiformes","Falconidae","Micrastur","mirandollei","Micrastur mirandollei","Slaty-backed Forest-Falcon"
"Falconiformes","Falconidae","Micrastur","semitorquatus","Micrastur semitorquatus","Collared Forest-Falcon"
"Falconiformes","Falconidae","Micrastur","buckleyi","Micrastur buckleyi","Buckley's Forest-Falcon"
"Falconiformes","Falconidae","Spiziapteryx","circumcincta","Spiziapteryx circumcincta","Spot-winged Falconet"
"Falconiformes","Falconidae","Caracara","plancus","Caracara plancus","Crested Caracara"
"Falconiformes","Falconidae","Ibycter","americanus","Ibycter americanus","Red-throated Caracara"
"Falconiformes","Falconidae","Phalcoboenus","carunculatus","Phalcoboenus carunculatus","Carunculated Caracara"
"Falconiformes","Falconidae","Phalcoboenus","megalopterus","Phalcoboenus megalopterus","Mountain Caracara"
"Falconiformes","Falconidae","Phalcoboenus","albogularis","Phalcoboenus albogularis","White-throated Caracara"
